!!SBtab	SBtabVersion='1.0'  TableType='QuantityMatrix'  TableName='E6'  TableTitle=''  Document='D1 LTP time window'								
!TimePoint	!Time	>Y0	SD_Y0	>Y1	SD_Y1	>Y2	SD_Y2	>Y3	SD_Y3
E6T0	0	84.4789	1	2672.0893	1	3200.526	1	36817.5165	1
E6T1	0.01	84.4789	1	2672.0893	1	3200.526	1	36817.5165	1
E6T2	0.02	84.4789	1	2672.0893	1	3200.526	1	36817.5165	1
E6T3	0.03	84.4789	1	2672.0893	1	3200.526	1	36817.5165	1
E6T4	0.04	84.4789	1	2672.0893	1	3200.526	1	36817.5165	1
E6T5	0.05	84.4789	1	2672.0893	1	3200.526	1	36817.5165	1
E6T6	0.06	84.4789	1	2672.0893	1	3200.526	1	36817.5165	1
E6T7	0.07	84.4789	1	2672.0893	1	3200.526	1	36817.5165	1
E6T8	0.08	84.4789	1	2672.0893	1	3200.526	1	36817.5165	1
E6T9	0.09	84.4789	1	2672.0893	1	3200.526	1	36817.5165	1
E6T10	0.1	84.4789	1	2672.0893	1	3200.526	1	36817.5165	1
E6T11	0.11	84.4789	1	2672.0893	1	3200.526	1	36817.5165	1
E6T12	0.12	84.4789	1	2672.0893	1	3200.526	1	36817.5165	1
E6T13	0.13	84.4789	1	2672.0893	1	3200.526	1	36817.5165	1
E6T14	0.14	84.4789	1	2672.0893	1	3200.526	1	36817.5165	1
E6T15	0.15	84.4789	1	2672.0893	1	3200.5261	1	36817.5165	1
E6T16	0.16	84.4789	1	2672.0893	1	3200.5261	1	36817.5165	1
E6T17	0.17	84.4789	1	2672.0893	1	3200.5261	1	36817.5165	1
E6T18	0.18	84.4789	1	2672.0893	1	3200.5261	1	36817.5165	1
E6T19	0.19	84.4789	1	2672.0893	1	3200.5261	1	36817.5165	1
E6T20	0.2	84.4789	1	2672.0893	1	3200.5261	1	36817.5165	1
E6T21	0.21	84.4789	1	2672.0893	1	3200.5261	1	36817.5165	1
E6T22	0.22	84.4789	1	2672.0893	1	3200.5261	1	36817.5165	1
E6T23	0.23	84.4789	1	2672.0893	1	3200.5261	1	36817.5165	1
E6T24	0.24	84.4789	1	2672.0893	1	3200.5261	1	36817.5165	1
E6T25	0.25	84.4789	1	2672.0893	1	3200.5261	1	36817.5165	1
E6T26	0.26	84.4789	1	2672.0893	1	3200.5261	1	36817.5165	1
E6T27	0.27	84.4789	1	2672.0893	1	3200.5261	1	36817.5165	1
E6T28	0.28	84.4789	1	2672.0893	1	3200.5261	1	36817.5165	1
E6T29	0.29	84.4789	1	2672.0893	1	3200.5261	1	36817.5165	1
E6T30	0.3	84.4789	1	2672.0893	1	3200.5261	1	36817.5165	1
E6T31	0.31	84.4789	1	2672.0893	1	3200.5261	1	36817.5165	1
E6T32	0.32	84.4789	1	2672.0893	1	3200.5261	1	36817.5165	1
E6T33	0.33	84.4789	1	2672.0893	1	3200.5261	1	36817.5165	1
E6T34	0.34	84.4789	1	2672.0893	1	3200.5261	1	36817.5165	1
E6T35	0.35	84.4789	1	2672.0893	1	3200.5262	1	36817.5165	1
E6T36	0.36	84.4789	1	2672.0893	1	3200.5262	1	36817.5165	1
E6T37	0.37	84.4789	1	2672.0893	1	3200.5262	1	36817.5165	1
E6T38	0.38	84.4789	1	2672.0893	1	3200.5262	1	36817.5165	1
E6T39	0.39	84.4789	1	2672.0893	1	3200.5262	1	36817.5165	1
E6T40	0.4	84.4789	1	2672.0893	1	3200.5262	1	36817.5165	1
E6T41	0.41	84.4789	1	2672.0893	1	3200.5262	1	36817.5165	1
E6T42	0.42	84.4789	1	2672.0893	1	3200.5262	1	36817.5165	1
E6T43	0.43	84.4789	1	2672.0893	1	3200.5262	1	36817.5165	1
E6T44	0.44	84.4789	1	2672.0893	1	3200.5262	1	36817.5165	1
E6T45	0.45	84.4789	1	2672.0893	1	3200.5262	1	36817.5165	1
E6T46	0.46	84.4789	1	2672.0893	1	3200.5262	1	36817.5165	1
E6T47	0.47	84.4789	1	2672.0893	1	3200.5262	1	36817.5165	1
E6T48	0.48	84.4789	1	2672.0893	1	3200.5262	1	36817.5165	1
E6T49	0.49	84.4789	1	2672.0893	1	3200.5262	1	36817.5165	1
E6T50	0.5	84.4789	1	2672.0893	1	3200.5262	1	36817.5165	1
E6T51	0.51	84.4789	1	2672.0893	1	3200.5262	1	36817.5165	1
E6T52	0.52	84.4789	1	2672.0893	1	3200.5262	1	36817.5165	1
E6T53	0.53	84.4789	1	2672.0893	1	3200.5262	1	36817.5165	1
E6T54	0.54	84.4789	1	2672.0894	1	3200.5262	1	36817.5165	1
E6T55	0.55	84.4789	1	2672.0894	1	3200.5262	1	36817.5165	1
E6T56	0.56	84.4789	1	2672.0894	1	3200.5262	1	36817.5165	1
E6T57	0.57	84.4789	1	2672.0894	1	3200.5262	1	36817.5165	1
E6T58	0.58	84.4789	1	2672.0894	1	3200.5262	1	36817.5165	1
E6T59	0.59	84.4789	1	2672.0894	1	3200.5262	1	36817.5165	1
E6T60	0.6	84.4789	1	2672.0894	1	3200.5262	1	36817.5165	1
E6T61	0.61	84.4789	1	2672.0894	1	3200.5262	1	36817.5165	1
E6T62	0.62	84.4789	1	2672.0894	1	3200.5263	1	36817.5165	1
E6T63	0.63	84.4789	1	2672.0894	1	3200.5263	1	36817.5165	1
E6T64	0.64	84.4789	1	2672.0894	1	3200.5263	1	36817.5165	1
E6T65	0.65	84.4789	1	2672.0894	1	3200.5263	1	36817.5165	1
E6T66	0.66	84.4789	1	2672.0894	1	3200.5263	1	36817.5165	1
E6T67	0.67	84.4789	1	2672.0894	1	3200.5263	1	36817.5165	1
E6T68	0.68	84.4789	1	2672.0894	1	3200.5263	1	36817.5165	1
E6T69	0.69	84.4789	1	2672.0894	1	3200.5263	1	36817.5165	1
E6T70	0.7	84.4789	1	2672.0894	1	3200.5263	1	36817.5165	1
E6T71	0.71	84.4789	1	2672.0894	1	3200.5263	1	36817.5165	1
E6T72	0.72	84.4789	1	2672.0894	1	3200.5263	1	36817.5165	1
E6T73	0.73	84.4789	1	2672.0894	1	3200.5263	1	36817.5165	1
E6T74	0.74	84.4789	1	2672.0894	1	3200.5263	1	36817.5165	1
E6T75	0.75	84.4789	1	2672.0894	1	3200.5263	1	36817.5165	1
E6T76	0.76	84.4789	1	2672.0894	1	3200.5263	1	36817.5165	1
E6T77	0.77	84.4789	1	2672.0894	1	3200.5263	1	36817.5165	1
E6T78	0.78	84.4789	1	2672.0894	1	3200.5263	1	36817.5165	1
E6T79	0.79	84.4789	1	2672.0894	1	3200.5263	1	36817.5165	1
E6T80	0.8	84.4789	1	2672.0894	1	3200.5263	1	36817.5165	1
E6T81	0.81	84.4789	1	2672.0894	1	3200.5263	1	36817.5165	1
E6T82	0.82	84.4789	1	2672.0894	1	3200.5263	1	36817.5165	1
E6T83	0.83	84.4789	1	2672.0894	1	3200.5263	1	36817.5165	1
E6T84	0.84	84.4789	1	2672.0894	1	3200.5263	1	36817.5165	1
E6T85	0.85	84.4789	1	2672.0894	1	3200.5263	1	36817.5165	1
E6T86	0.86	84.4789	1	2672.0894	1	3200.5263	1	36817.5165	1
E6T87	0.87	84.4789	1	2672.0894	1	3200.5263	1	36817.5165	1
E6T88	0.88	84.4789	1	2672.0894	1	3200.5263	1	36817.5165	1
