Time,Obs_Ca,Obs_CaM,Obs_CaM_Ca4,Obs_CaMKII,Obs_CaMKII_CaM_Ca2,Obs_CaMKII_CaM_Ca2_psd,Obs_CaMKII_psd,Obs_cAMP,Obs_Substrate,Obs_D1R,Obs_DA,Obs_D32,Obs_pSubstrate,Obs_PP2B,Obs_PP2Bc,Obs_pARPP21
0,1,38,0,202,3,0,17,0,35,18,0,444,1,1,3,8
0.2,0,37,0,199,4,1,18,1,35,16,0,444,0,1,3,8
0.4,1,43,0,205,2,0,19,0,36,21,0,442,0,1,4,6
0.6000000000000001,1,28,0,186,5,1,21,0,36,15,0,438,0,2,7,6
0.8,1,35,0,195,6,1,20,1,35,15,0,447,1,1,6,7
1,1,35,0,199,5,0,18,0,35,18,0,448,1,0,1,7
1.2000000000000002,1,34,0,197,6,1,20,0,34,21,0,454,1,0,4,5
1.4000000000000001,0,33,0,194,7,0,21,0,35,16,0,448,1,1,4,6
1.6,1,29,0,194,0,1,19,0,34,15,0,455,1,0,5,5
1.8,1,38,0,194,4,0,24,0,35,19,0,456,1,1,2,4
2,1,41,0,202,3,0,21,0,35,17,0,459,1,1,1,6
2.2,1,38,0,200,0,1,20,0,35,17,0,459,0,0,3,7
2.4000000000000004,1,43,0,199,2,0,24,0,35,16,0,459,1,1,1,8
2.6,1,40,0,202,2,0,19,0,35,19,0,457,1,1,6,7
2.8000000000000003,1,41,0,204,4,0,18,0,35,19,0,466,1,1,3,8
3,1,33,0,198,7,0,17,1,34,18,0,471,2,0,2,9
3.2,1,33,0,200,7,0,15,0,34,17,0,470,1,0,8,12
3.4000000000000004,1,38,0,204,4,0,16,0,35,18,0,466,1,0,7,11
3.6,0,42,0,208,1,0,16,0,34,18,0,464,1,0,5,11
3.8000000000000003,1,37,0,198,4,0,21,0,35,14,0,456,1,0,3,8
4,1,33,0,196,5,0,18,0,34,17,0,445,1,0,0,11
4.2,22,7,2,180,12,1,17,0,34,20,0,448,2,0,33,9
4.4,35,4,2,178,8,3,20,0,33,16,1,464,2,0,33,4
4.6000000000000005,43,2,0,176,5,2,21,1,35,18,0,487,0,0,40,0
4.800000000000001,50,0,0,171,9,1,22,0,34,20,0,498,1,0,41,1
5,54,0,0,168,7,1,24,0,34,19,0,497,2,0,41,1
5.2,10,3,1,171,15,2,25,3,32,13,15,503,1,0,25,3
5.4,2,18,0,176,11,1,27,14,33,16,10,514,3,0,4,7
5.6000000000000005,1,36,0,190,7,1,25,37,33,19,7,513,3,0,1,9
5.800000000000001,1,34,0,183,5,0,31,47,33,19,3,511,2,0,2,17
6,1,40,0,185,1,1,30,52,35,19,3,495,1,0,4,22
