!!SBtab	SBtabVersion='1.0' Document='D1_LTP_time_window_SBtab' TableName='E7' TableTitle='D1_LTP_time_window_SBtab E7' TableType = 'QuantityMatrix'								
!ID	!Time	>Y0	SD_Y0	>Y1	SD_Y1	>Y2	SD_Y2	>Y3	SD_Y3
E7T0	0	84.4789	0.84479	2672.0893	26.7209	3200.526	32.0053	36817.5165	368.1752
E7T1	0.01	84.4789	0.84479	2672.0893	26.7209	3200.526	32.0053	36817.5165	368.1752
E7T2	0.02	84.4789	0.84479	2672.0893	26.7209	3200.526	32.0053	36817.5165	368.1752
E7T3	0.03	84.4789	0.84479	2672.0893	26.7209	3200.526	32.0053	36817.5165	368.1752
E7T4	0.04	84.4789	0.84479	2672.0893	26.7209	3200.526	32.0053	36817.5165	368.1752
E7T5	0.05	84.4789	0.84479	2672.0893	26.7209	3200.526	32.0053	36817.5165	368.1752
E7T6	0.06	84.4789	0.84479	2672.0893	26.7209	3200.526	32.0053	36817.5165	368.1752
E7T7	0.07	84.4789	0.84479	2672.0893	26.7209	3200.526	32.0053	36817.5165	368.1752
E7T8	0.08	84.4789	0.84479	2672.0893	26.7209	3200.526	32.0053	36817.5165	368.1752
E7T9	0.09	84.4789	0.84479	2672.0893	26.7209	3200.526	32.0053	36817.5165	368.1752
E7T10	0.1	84.4789	0.84479	2672.0893	26.7209	3200.526	32.0053	36817.5165	368.1752
E7T11	0.11	84.4789	0.84479	2672.0893	26.7209	3200.526	32.0053	36817.5165	368.1752
E7T12	0.12	84.4789	0.84479	2672.0893	26.7209	3200.526	32.0053	36817.5165	368.1752
E7T13	0.13	84.4789	0.84479	2672.0893	26.7209	3200.526	32.0053	36817.5165	368.1752
E7T14	0.14	84.4789	0.84479	2672.0893	26.7209	3200.526	32.0053	36817.5165	368.1752
E7T15	0.15	84.4789	0.84479	2672.0893	26.7209	3200.5261	32.0053	36817.5165	368.1752
E7T16	0.16	84.4789	0.84479	2672.0893	26.7209	3200.5261	32.0053	36817.5165	368.1752
E7T17	0.17	84.4789	0.84479	2672.0893	26.7209	3200.5261	32.0053	36817.5165	368.1752
E7T18	0.18	84.4789	0.84479	2672.0893	26.7209	3200.5261	32.0053	36817.5165	368.1752
E7T19	0.19	84.4789	0.84479	2672.0893	26.7209	3200.5261	32.0053	36817.5165	368.1752
E7T20	0.2	84.4789	0.84479	2672.0893	26.7209	3200.5261	32.0053	36817.5165	368.1752
E7T21	0.21	84.4789	0.84479	2672.0893	26.7209	3200.5261	32.0053	36817.5165	368.1752
E7T22	0.22	84.4789	0.84479	2672.0893	26.7209	3200.5261	32.0053	36817.5165	368.1752
E7T23	0.23	84.4789	0.84479	2672.0893	26.7209	3200.5261	32.0053	36817.5165	368.1752
E7T24	0.24	84.4789	0.84479	2672.0893	26.7209	3200.5261	32.0053	36817.5165	368.1752
E7T25	0.25	84.4789	0.84479	2672.0893	26.7209	3200.5261	32.0053	36817.5165	368.1752
E7T26	0.26	84.4789	0.84479	2672.0893	26.7209	3200.5261	32.0053	36817.5165	368.1752
E7T27	0.27	84.4789	0.84479	2672.0893	26.7209	3200.5261	32.0053	36817.5165	368.1752
E7T28	0.28	84.4789	0.84479	2672.0893	26.7209	3200.5261	32.0053	36817.5165	368.1752
E7T29	0.29	84.4789	0.84479	2672.0893	26.7209	3200.5261	32.0053	36817.5165	368.1752
E7T30	0.3	84.4789	0.84479	2672.0893	26.7209	3200.5261	32.0053	36817.5165	368.1752
E7T31	0.31	84.4789	0.84479	2672.0893	26.7209	3200.5261	32.0053	36817.5165	368.1752
E7T32	0.32	84.4789	0.84479	2672.0893	26.7209	3200.5261	32.0053	36817.5165	368.1752
E7T33	0.33	84.4789	0.84479	2672.0893	26.7209	3200.5261	32.0053	36817.5165	368.1752
E7T34	0.34	84.4789	0.84479	2672.0893	26.7209	3200.5261	32.0053	36817.5165	368.1752
E7T35	0.35	84.4789	0.84479	2672.0893	26.7209	3200.5262	32.0053	36817.5165	368.1752
E7T36	0.36	84.4789	0.84479	2672.0893	26.7209	3200.5262	32.0053	36817.5165	368.1752
E7T37	0.37	84.4789	0.84479	2672.0893	26.7209	3200.5262	32.0053	36817.5165	368.1752
E7T38	0.38	84.4789	0.84479	2672.0893	26.7209	3200.5262	32.0053	36817.5165	368.1752
E7T39	0.39	84.4789	0.84479	2672.0893	26.7209	3200.5262	32.0053	36817.5165	368.1752
E7T40	0.4	84.4789	0.84479	2672.0893	26.7209	3200.5262	32.0053	36817.5165	368.1752
E7T41	0.41	84.4789	0.84479	2672.0893	26.7209	3200.5262	32.0053	36817.5165	368.1752
E7T42	0.42	84.4789	0.84479	2672.0893	26.7209	3200.5262	32.0053	36817.5165	368.1752
E7T43	0.43	84.4789	0.84479	2672.0893	26.7209	3200.5262	32.0053	36817.5165	368.1752
E7T44	0.44	84.4789	0.84479	2672.0893	26.7209	3200.5262	32.0053	36817.5165	368.1752
E7T45	0.45	84.4789	0.84479	2672.0893	26.7209	3200.5262	32.0053	36817.5165	368.1752
E7T46	0.46	84.4789	0.84479	2672.0893	26.7209	3200.5262	32.0053	36817.5165	368.1752
E7T47	0.47	84.4789	0.84479	2672.0893	26.7209	3200.5262	32.0053	36817.5165	368.1752
E7T48	0.48	84.4789	0.84479	2672.0893	26.7209	3200.5262	32.0053	36817.5165	368.1752
E7T49	0.49	84.4789	0.84479	2672.0893	26.7209	3200.5262	32.0053	36817.5165	368.1752
E7T50	0.5	84.4789	0.84479	2672.0893	26.7209	3200.5262	32.0053	36817.5165	368.1752
E7T51	0.51	84.4789	0.84479	2672.0893	26.7209	3200.5262	32.0053	36817.5165	368.1752
E7T52	0.52	84.4789	0.84479	2672.0893	26.7209	3200.5262	32.0053	36817.5165	368.1752
E7T53	0.53	84.4789	0.84479	2672.0893	26.7209	3200.5262	32.0053	36817.5165	368.1752
E7T54	0.54	84.4789	0.84479	2672.0894	26.7209	3200.5262	32.0053	36817.5165	368.1752
E7T55	0.55	84.4789	0.84479	2672.0894	26.7209	3200.5262	32.0053	36817.5165	368.1752
E7T56	0.56	84.4789	0.84479	2672.0894	26.7209	3200.5262	32.0053	36817.5165	368.1752
E7T57	0.57	84.4789	0.84479	2672.0894	26.7209	3200.5262	32.0053	36817.5165	368.1752
E7T58	0.58	84.4789	0.84479	2672.0894	26.7209	3200.5262	32.0053	36817.5165	368.1752
E7T59	0.59	84.4789	0.84479	2672.0894	26.7209	3200.5262	32.0053	36817.5165	368.1752
